,recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
40903,1,2,152.33,0,1,Surburban,1,Web,0,0,0.0,0
40904,7,2,175.05,0,1,Urban,1,Web,0,0,0.0,0
40908,5,2,152.68,1,0,Rural,0,Phone,1,0,0.0,0
40909,4,2,125.56,1,0,Urban,0,Web,0,0,0.0,1
40910,7,1,34.49,0,1,Rural,0,Web,1,0,0.0,1
40912,3,1,52.75,1,0,Surburban,1,Phone,0,0,0.0,1
40913,8,1,57.44,1,0,Urban,0,Phone,0,0,0.0,1
40914,6,2,182.62,1,0,Urban,1,Web,0,0,0.0,0
40915,1,4,464.15,1,0,Rural,1,Multichannel,0,0,0.0,1
40917,6,2,131.23,1,0,Urban,1,Web,0,0,0.0,0
40918,3,3,319.07,1,1,Surburban,0,Phone,0,0,0.0,1
40919,10,1,83.89,1,0,Urban,1,Web,0,0,0.0,0
40920,7,2,145.43,0,1,Surburban,1,Web,0,0,0.0,0
40921,9,3,221.04,1,1,Urban,0,Web,0,0,0.0,0
40925,9,3,211.26,1,0,Urban,1,Web,0,0,0.0,0
40926,5,2,184.79,1,0,Urban,0,Phone,0,0,0.0,1
40927,1,3,200.4,1,0,Surburban,0,Phone,0,0,0.0,0
40928,2,1,48.46,0,1,Urban,0,Web,0,0,0.0,0
40930,12,2,193.92,0,1,Urban,0,Web,0,0,0.0,0
40931,6,5,576.95,1,1,Surburban,1,Multichannel,0,0,0.0,1
40932,6,1,65.0,1,0,Surburban,1,Phone,0,0,0.0,1
40933,6,1,73.48,1,0,Surburban,0,Web,0,0,0.0,1
40934,1,5,668.07,1,1,Urban,1,Multichannel,0,0,0.0,0
40935,5,1,98.16,0,1,Surburban,1,Phone,0,0,0.0,0
40936,6,4,382.27,1,0,Urban,0,Web,0,0,0.0,0
40937,12,1,31.98,0,1,Surburban,0,Web,0,0,0.0,1
40938,8,2,149.39,1,0,Surburban,1,Web,0,0,0.0,0
40939,7,1,31.24,1,0,Urban,0,Phone,0,0,0.0,1
40940,7,1,29.99,0,1,Urban,1,Web,0,0,0.0,1
40942,3,1,29.99,1,0,Urban,1,Web,0,0,0.0,0
40944,7,1,44.99,1,0,Urban,0,Phone,0,0,0.0,1
40945,3,2,102.82,0,1,Urban,0,Phone,0,0,0.0,1
40948,2,4,460.09,1,0,Surburban,0,Phone,0,0,0.0,0
40950,6,1,29.99,1,0,Urban,0,Web,0,0,0.0,1
40951,4,5,634.84,1,0,Surburban,1,Phone,0,0,0.0,1
40953,8,2,130.31,1,0,Surburban,0,Phone,1,0,0.0,1
40954,1,2,112.47,1,0,Urban,1,Phone,0,0,0.0,0
40955,4,1,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
40957,7,1,29.99,0,1,Rural,1,Web,0,0,0.0,1
40958,9,2,146.75,1,0,Surburban,0,Web,0,0,0.0,0
40959,6,1,40.67,1,0,Urban,1,Web,0,0,0.0,1
40961,10,2,154.04,0,1,Surburban,0,Phone,0,0,0.0,0
40965,10,5,647.26,1,1,Urban,1,Multichannel,0,0,0.0,1
40966,12,1,29.99,1,0,Surburban,0,Web,0,0,0.0,1
40968,2,3,299.32,0,1,Surburban,0,Multichannel,0,0,0.0,1
40969,1,4,374.53,0,1,Urban,0,Phone,0,0,0.0,1
40972,10,1,30.08,0,1,Rural,1,Phone,0,0,0.0,1
40973,4,5,561.82,0,1,Urban,1,Multichannel,1,0,0.0,1
40974,2,5,613.43,0,1,Surburban,1,Web,0,0,0.0,1
40976,1,3,242.6,1,0,Urban,0,Phone,0,0,0.0,1
40977,2,3,220.43,1,0,Urban,0,Phone,1,0,0.0,1
40978,8,2,133.48,0,1,Surburban,1,Web,0,0,0.0,1
40979,10,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
40980,10,4,405.83,1,0,Urban,0,Phone,0,0,0.0,0
40981,8,2,143.73,1,0,Surburban,0,Phone,0,0,0.0,1
40982,1,6,952.01,0,1,Urban,1,Web,0,0,0.0,0
40986,9,4,477.87,1,0,Urban,0,Web,0,0,0.0,0
40991,10,1,29.99,0,1,Urban,0,Web,1,0,0.0,0
40994,5,5,612.52,0,1,Surburban,1,Multichannel,0,0,0.0,1
40995,3,2,123.3,1,0,Rural,1,Web,0,0,0.0,1
40997,1,3,317.23,1,0,Surburban,0,Multichannel,0,0,0.0,1
40998,10,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
40999,1,3,235.39,0,1,Urban,0,Multichannel,0,0,0.0,1
41000,8,2,197.3,0,1,Urban,1,Phone,0,0,0.0,0
41001,1,3,272.82,0,1,Surburban,0,Phone,0,0,0.0,1
41003,3,2,113.54,0,1,Urban,1,Phone,0,0,0.0,0
41004,2,4,478.29,1,0,Urban,1,Multichannel,0,0,0.0,0
41005,9,1,72.3,1,0,Surburban,1,Web,0,0,0.0,0
41006,6,6,886.18,1,1,Surburban,1,Phone,0,0,0.0,0
41009,5,1,73.93,0,1,Urban,1,Phone,0,0,0.0,0
41010,5,2,176.06,1,0,Surburban,0,Phone,0,0,0.0,0
41011,6,2,151.86,0,1,Urban,0,Web,0,0,0.0,1
41012,5,1,47.8,0,1,Surburban,0,Web,0,0,0.0,1
41015,5,1,71.92,0,1,Urban,1,Web,0,0,0.0,0
41016,8,1,84.63,1,0,Surburban,1,Web,1,0,0.0,0
41018,3,3,335.07,1,0,Surburban,0,Phone,1,0,0.0,1
41019,2,1,50.88,1,0,Rural,0,Phone,0,0,0.0,1
41020,1,3,285.42,1,0,Urban,1,Web,0,0,0.0,0
41021,12,1,89.19,0,1,Urban,1,Phone,0,0,0.0,1
41022,5,3,226.43,0,1,Rural,0,Phone,0,0,0.0,0
41024,1,4,419.9,1,0,Urban,0,Web,1,0,0.0,1
41026,1,3,222.87,0,1,Urban,0,Web,0,0,0.0,1
41029,10,1,55.18,0,1,Surburban,0,Phone,0,0,0.0,1
41030,3,1,70.27,0,1,Surburban,0,Phone,0,0,0.0,1
41031,6,3,229.63,1,0,Surburban,0,Multichannel,0,0,0.0,1
41032,10,2,118.02,1,0,Rural,1,Phone,0,0,0.0,1
41035,8,1,62.2,0,1,Urban,1,Web,0,0,0.0,0
41037,2,3,235.83,0,1,Surburban,0,Web,0,0,0.0,0
41038,1,4,440.65,1,1,Urban,0,Phone,1,0,0.0,0
41039,10,1,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
41041,10,2,190.52,1,0,Surburban,1,Phone,0,0,0.0,1
41043,10,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
41045,2,3,220.72,1,0,Surburban,1,Phone,0,0,0.0,0
41046,2,4,422.86,0,1,Surburban,1,Phone,0,0,0.0,0
41047,9,2,184.44,0,1,Surburban,0,Phone,0,0,0.0,0
41048,9,3,307.5,1,0,Surburban,0,Multichannel,0,0,0.0,1
41049,6,1,29.99,0,1,Urban,1,Web,0,0,0.0,1
41050,6,1,53.31,1,0,Urban,1,Web,0,0,0.0,1
41051,1,2,153.34,0,1,Surburban,0,Web,0,0,0.0,1
41054,5,1,78.93,1,0,Surburban,0,Phone,1,0,0.0,0
41055,11,2,142.6,1,0,Surburban,1,Web,0,0,0.0,1
41057,7,1,59.14,0,1,Urban,0,Web,0,0,0.0,0
41059,11,1,50.41,0,1,Urban,1,Phone,0,0,0.0,1
41060,4,1,29.99,1,0,Surburban,1,Web,0,0,0.0,0
41061,8,2,113.65,0,1,Surburban,0,Phone,1,0,0.0,1
41062,9,1,70.86,1,0,Urban,0,Web,0,0,0.0,0
41065,6,2,100.32,1,0,Rural,0,Phone,0,0,0.0,0
41066,9,2,137.01,0,1,Rural,1,Web,0,0,0.0,0
41067,12,1,29.99,0,1,Rural,0,Phone,0,0,0.0,0
41069,2,3,233.88,1,0,Rural,0,Phone,0,0,0.0,1
41070,5,1,64.69,0,1,Surburban,1,Web,1,1,66.17,0
41071,1,5,668.24,1,0,Urban,1,Phone,0,0,0.0,1
41072,3,1,35.31,0,1,Surburban,1,Web,0,0,0.0,0
41077,9,4,379.96,0,1,Surburban,1,Phone,0,0,0.0,1
41079,1,4,382.03,1,0,Rural,1,Multichannel,0,0,0.0,0
41080,1,1,59.07,0,1,Urban,0,Phone,0,0,0.0,0
41081,2,3,304.25,0,1,Urban,1,Multichannel,0,0,0.0,0
41082,1,7,1895.51,0,1,Surburban,1,Multichannel,0,0,0.0,0
41083,4,1,46.07,1,0,Urban,0,Web,0,0,0.0,1
41084,6,2,115.39,1,0,Rural,0,Phone,0,0,0.0,0
41086,10,1,29.99,1,0,Urban,0,Phone,0,0,0.0,0
41087,1,6,822.66,1,0,Rural,1,Web,0,0,0.0,0
41088,2,5,551.58,1,0,Urban,1,Web,0,0,0.0,0
41091,2,1,42.23,0,1,Rural,0,Web,0,0,0.0,0
41092,10,3,219.12,1,0,Surburban,0,Multichannel,0,0,0.0,0
41094,10,1,60.33,0,1,Surburban,1,Web,0,0,0.0,1
41095,5,5,510.85,1,1,Urban,1,Web,0,0,0.0,1
41096,10,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
41097,1,3,276.5,0,1,Urban,1,Multichannel,0,0,0.0,0
41098,9,1,38.36,1,0,Surburban,0,Phone,0,0,0.0,1
41099,1,2,127.41,0,1,Surburban,1,Web,0,0,0.0,1
41100,12,1,29.99,1,0,Surburban,1,Web,0,0,0.0,1
41101,3,5,622.85,1,1,Surburban,1,Web,0,0,0.0,0
41103,3,1,29.99,1,0,Surburban,1,Web,1,0,0.0,1
41104,7,2,198.78,1,0,Urban,0,Web,0,0,0.0,0
41105,4,1,75.86,1,0,Rural,1,Web,0,0,0.0,1
41106,3,3,311.53,1,0,Urban,0,Phone,1,0,0.0,1
41109,10,3,212.64,1,0,Urban,1,Web,0,0,0.0,1
41111,3,5,544.18,1,1,Surburban,1,Multichannel,1,0,0.0,1
41112,12,1,40.29,1,0,Surburban,0,Phone,0,0,0.0,1
41113,9,2,162.81,1,0,Rural,0,Web,0,0,0.0,0
41114,7,1,34.64,1,0,Surburban,1,Phone,0,0,0.0,0
41115,3,1,72.69,1,0,Urban,1,Phone,0,0,0.0,1
41116,7,1,32.83,1,0,Urban,0,Phone,0,0,0.0,1
41118,4,1,62.6,1,0,Urban,0,Phone,1,0,0.0,1
41119,3,1,84.0,0,1,Urban,0,Web,0,0,0.0,0
41120,4,2,158.91,1,0,Urban,1,Phone,0,0,0.0,0
41121,10,4,373.11,1,0,Urban,0,Web,0,0,0.0,1
41123,8,2,172.99,0,1,Surburban,0,Web,0,0,0.0,0
41124,10,1,29.99,1,0,Urban,1,Phone,0,0,0.0,1
41125,6,2,175.79,1,0,Urban,1,Web,0,0,0.0,0
41126,9,1,37.13,1,0,Urban,1,Web,0,0,0.0,1
41127,5,1,75.72,1,0,Surburban,0,Phone,0,0,0.0,0
41128,10,1,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
41129,4,1,95.79,1,0,Surburban,0,Phone,0,0,0.0,1
41130,1,3,203.64,1,1,Rural,0,Multichannel,1,0,0.0,1
41133,9,3,202.99,1,0,Rural,0,Multichannel,0,0,0.0,0
41135,11,5,711.84,1,0,Surburban,1,Phone,0,0,0.0,0
41138,11,2,194.23,0,1,Surburban,1,Web,1,0,0.0,1
41139,1,3,319.78,1,0,Urban,0,Web,0,0,0.0,0
41141,6,1,71.31,1,0,Rural,1,Phone,0,0,0.0,0
41142,6,6,956.05,1,1,Surburban,1,Phone,0,0,0.0,0
41143,7,3,272.79,1,0,Rural,0,Phone,0,0,0.0,0
41144,10,1,38.98,0,1,Urban,1,Web,0,0,0.0,1
41145,2,1,81.64,0,1,Surburban,1,Phone,0,0,0.0,0
41147,4,2,170.13,1,0,Urban,1,Phone,0,0,0.0,0
41148,11,3,247.6,0,1,Surburban,0,Phone,0,0,0.0,1
41150,2,4,451.87,0,1,Surburban,0,Multichannel,0,0,0.0,0
41151,4,5,605.14,0,1,Surburban,1,Multichannel,1,0,0.0,0
41152,10,2,190.41,1,0,Urban,0,Web,0,0,0.0,1
41153,2,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
41155,1,3,296.9,1,1,Surburban,1,Phone,1,0,0.0,0
41156,5,2,100.73,0,1,Rural,1,Phone,0,0,0.0,0
41157,9,2,138.4,0,1,Surburban,1,Web,0,0,0.0,0
41158,9,5,528.59,0,1,Rural,1,Phone,0,0,0.0,0
41160,1,5,502.55,0,1,Rural,1,Phone,0,0,0.0,0
41161,2,1,29.99,0,1,Urban,1,Phone,0,0,0.0,1
41162,2,5,540.97,1,0,Rural,1,Phone,0,0,0.0,1
41163,1,4,444.41,1,0,Surburban,1,Multichannel,0,0,0.0,0
41166,9,4,414.09,0,1,Rural,0,Web,0,0,0.0,1
41167,5,1,73.11,0,1,Urban,0,Web,0,0,0.0,1
41169,4,1,85.76,0,1,Surburban,1,Phone,0,0,0.0,0
41170,6,1,41.65,0,1,Surburban,1,Phone,0,0,0.0,0
41172,1,1,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
41175,10,2,149.49,0,1,Urban,1,Web,0,0,0.0,1
41176,4,3,333.3,1,0,Surburban,0,Phone,0,0,0.0,1
41178,2,3,262.72,1,1,Surburban,1,Web,0,0,0.0,0
41180,1,5,725.63,0,1,Surburban,1,Web,0,0,0.0,0
41181,8,2,107.26,1,0,Surburban,0,Phone,0,0,0.0,0
41182,10,3,309.21,1,1,Surburban,0,Web,0,0,0.0,1
41183,3,1,29.99,1,0,Urban,0,Phone,0,0,0.0,0
41184,1,3,307.01,1,0,Rural,0,Multichannel,0,0,0.0,1
41185,1,3,262.98,0,1,Surburban,0,Phone,0,0,0.0,1
41187,5,1,29.99,0,1,Urban,1,Phone,0,0,0.0,1
41190,5,2,167.65,1,0,Surburban,0,Phone,0,0,0.0,1
41191,10,4,386.67,1,0,Surburban,0,Web,0,0,0.0,1
41192,1,7,1092.29,1,1,Urban,1,Multichannel,0,0,0.0,1
41193,9,2,153.67,0,1,Urban,1,Phone,0,0,0.0,1
41194,11,3,254.01,1,1,Surburban,0,Phone,0,0,0.0,1
41195,1,1,36.73,0,1,Surburban,1,Phone,0,0,0.0,0
41197,11,1,40.55,0,1,Urban,0,Phone,0,0,0.0,0
41200,4,3,210.19,0,1,Urban,1,Web,0,0,0.0,0
41202,8,2,132.28,0,1,Surburban,1,Web,0,0,0.0,1
41203,4,5,619.65,1,0,Surburban,1,Multichannel,0,0,0.0,0
41204,2,2,138.14,1,0,Urban,0,Phone,0,0,0.0,1
41206,12,1,29.99,0,1,Urban,0,Web,0,0,0.0,0
41207,12,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
41208,2,5,505.96,1,1,Rural,1,Multichannel,0,0,0.0,0
41210,5,2,135.02,1,0,Rural,0,Phone,0,0,0.0,0
41211,2,2,158.65,1,0,Rural,0,Phone,0,0,0.0,1
41213,8,3,328.33,0,1,Surburban,0,Web,0,0,0.0,1
41214,1,5,631.24,1,1,Urban,1,Web,0,0,0.0,0
41215,4,3,317.41,1,0,Urban,0,Phone,0,0,0.0,1
41216,3,4,437.56,1,0,Urban,0,Multichannel,0,0,0.0,1
41217,12,3,325.81,0,1,Urban,0,Multichannel,1,0,0.0,0
41219,1,3,215.33,1,1,Urban,0,Web,0,0,0.0,1
41220,4,3,319.4,1,0,Surburban,0,Web,0,0,0.0,1
41222,4,2,150.03,1,0,Urban,0,Phone,0,0,0.0,1
41224,1,4,420.82,1,0,Urban,0,Web,0,0,0.0,0
41225,3,1,29.99,0,1,Surburban,0,Phone,1,0,0.0,0
41226,11,2,166.54,1,0,Urban,1,Web,0,0,0.0,1
41228,10,1,48.52,1,0,Urban,1,Web,0,0,0.0,1
41229,2,2,179.65,0,1,Surburban,0,Phone,0,0,0.0,0
41230,3,1,85.56,1,0,Rural,1,Web,1,0,0.0,1
41231,1,1,99.14,1,0,Urban,1,Web,1,0,0.0,1
41232,5,1,74.07,1,0,Surburban,1,Phone,0,0,0.0,0
41233,11,1,35.82,0,1,Rural,0,Phone,0,0,0.0,0
41234,4,4,388.43,0,1,Surburban,0,Phone,1,0,0.0,1
41235,1,2,143.43,1,0,Rural,1,Phone,0,0,0.0,1
41236,8,2,183.74,1,0,Urban,0,Phone,0,0,0.0,1
41237,7,1,29.99,1,0,Urban,1,Web,0,0,0.0,0
41238,1,6,750.18,0,1,Surburban,1,Phone,0,0,0.0,1
41239,5,3,260.69,0,1,Urban,0,Phone,0,0,0.0,1
41240,11,1,64.86,0,1,Urban,1,Web,0,0,0.0,0
41241,2,2,186.78,0,1,Rural,0,Phone,0,0,0.0,1
41242,9,1,29.99,0,1,Rural,0,Web,1,0,0.0,1
41243,1,4,478.89,1,0,Urban,0,Phone,1,0,0.0,1
41244,5,1,49.28,0,1,Urban,0,Web,1,0,0.0,1
41245,6,1,90.35,0,1,Urban,0,Phone,0,0,0.0,0
41247,2,2,116.88,1,0,Surburban,0,Phone,0,0,0.0,1
41248,8,1,29.99,0,1,Rural,0,Web,0,0,0.0,0
41249,10,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
41250,7,1,99.84,0,1,Surburban,0,Web,0,0,0.0,0
41252,10,1,63.96,1,0,Urban,1,Phone,0,0,0.0,0
41253,1,1,29.99,1,0,Rural,1,Phone,0,0,0.0,1
41254,3,5,658.88,0,1,Surburban,1,Web,1,0,0.0,1
41255,2,1,48.72,1,0,Urban,1,Web,0,0,0.0,0
41256,12,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
41257,9,3,333.18,0,1,Urban,0,Phone,0,0,0.0,0
41258,1,5,531.26,0,1,Urban,1,Multichannel,0,0,0.0,1
41260,2,4,392.0,1,0,Surburban,0,Multichannel,0,0,0.0,0
41263,1,1,29.99,1,0,Urban,1,Phone,0,0,0.0,1
41266,1,3,272.42,0,1,Urban,0,Multichannel,0,0,0.0,0
41267,10,3,316.05,1,0,Urban,1,Web,0,0,0.0,1
41268,12,3,315.2,1,1,Urban,0,Web,0,0,0.0,0
41270,10,5,713.26,0,1,Rural,1,Web,1,0,0.0,0
41272,10,3,259.67,1,1,Surburban,1,Web,0,0,0.0,0
41273,1,3,212.15,0,1,Surburban,1,Phone,0,0,0.0,0
41274,10,1,42.41,0,1,Urban,1,Phone,0,0,0.0,1
41276,1,5,588.83,0,1,Urban,1,Multichannel,0,0,0.0,0
41278,6,3,256.64,0,1,Surburban,1,Phone,0,0,0.0,0
41280,3,7,1065.52,1,1,Surburban,1,Multichannel,1,0,0.0,1
41282,11,3,216.25,1,0,Surburban,0,Web,0,0,0.0,1
41284,10,2,121.85,0,1,Surburban,0,Web,0,0,0.0,0
41285,4,3,307.31,1,0,Surburban,1,Web,0,0,0.0,0
41286,8,1,29.99,0,1,Surburban,1,Web,0,0,0.0,0
41287,6,2,199.33,0,1,Urban,1,Web,0,0,0.0,1
41291,2,4,479.65,1,0,Rural,1,Web,1,0,0.0,1
41292,3,1,62.05,0,1,Urban,1,Web,0,0,0.0,1
41297,10,1,33.05,1,0,Rural,0,Phone,0,0,0.0,1
41298,3,1,38.11,0,1,Surburban,1,Web,0,0,0.0,0
41299,9,1,29.99,1,0,Urban,0,Web,0,0,0.0,1
41300,2,5,555.75,1,0,Surburban,1,Web,0,0,0.0,0
41303,3,2,136.71,0,1,Surburban,1,Web,0,0,0.0,0
41304,1,4,464.0,1,1,Surburban,0,Multichannel,0,0,0.0,1
41305,9,1,29.99,1,0,Surburban,0,Web,0,0,0.0,1
41306,6,5,549.44,1,0,Urban,1,Multichannel,1,0,0.0,1
41307,5,3,205.08,1,0,Rural,0,Multichannel,0,0,0.0,1
41308,4,1,29.99,1,0,Urban,1,Phone,0,0,0.0,0
41309,12,3,209.2,1,1,Urban,1,Phone,0,0,0.0,1
41311,3,1,29.99,0,1,Rural,0,Phone,0,0,0.0,0
41315,5,1,29.99,1,0,Rural,0,Web,0,0,0.0,0
41316,7,1,86.16,0,1,Urban,1,Web,0,0,0.0,1
41320,2,1,29.99,0,1,Rural,1,Phone,0,0,0.0,0
41322,9,4,405.89,1,0,Urban,0,Phone,0,0,0.0,0
41325,9,2,109.97,1,0,Surburban,1,Web,0,0,0.0,0
41326,1,1,50.97,0,1,Surburban,1,Web,0,0,0.0,1
41327,3,1,62.43,1,0,Surburban,1,Web,0,0,0.0,1
41328,1,1,99.34,0,1,Surburban,0,Web,0,0,0.0,0
41329,1,3,265.9,1,1,Urban,0,Phone,1,0,0.0,0
41330,10,1,56.21,1,0,Surburban,1,Phone,0,0,0.0,1
41332,2,3,232.94,1,1,Surburban,1,Phone,0,0,0.0,0
41335,4,1,92.13,0,1,Surburban,1,Phone,0,0,0.0,0
41339,4,2,106.18,1,0,Rural,0,Phone,0,0,0.0,1
41340,7,1,30.55,0,1,Surburban,0,Web,0,0,0.0,1
41341,10,3,249.3,0,1,Rural,0,Phone,1,0,0.0,1
41343,9,1,60.52,1,0,Rural,0,Phone,0,0,0.0,0
41344,9,3,268.71,0,1,Surburban,0,Multichannel,1,1,130.2,1
41345,11,1,29.99,1,0,Surburban,1,Web,0,0,0.0,0
41346,10,5,724.53,1,1,Rural,1,Web,0,0,0.0,0
41347,5,4,391.32,0,1,Urban,1,Phone,0,0,0.0,1
41348,9,5,722.85,1,0,Surburban,1,Multichannel,0,0,0.0,0
41349,1,5,685.47,1,0,Urban,1,Phone,0,0,0.0,0
41350,4,2,184.67,0,1,Urban,0,Web,0,0,0.0,1
41351,10,3,247.04,0,1,Surburban,1,Phone,0,0,0.0,1
41352,2,1,29.99,0,1,Rural,1,Web,0,0,0.0,1
41353,1,5,502.38,1,0,Surburban,1,Multichannel,0,0,0.0,1
41354,5,3,227.75,1,0,Surburban,0,Web,0,0,0.0,0
41355,11,1,29.99,0,1,Rural,0,Web,0,0,0.0,0
41356,10,3,222.73,1,0,Surburban,0,Web,0,0,0.0,0
41358,9,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
41359,2,2,157.31,0,1,Surburban,1,Phone,1,0,0.0,0
41364,5,1,47.26,0,1,Urban,0,Web,0,0,0.0,0
41368,10,2,143.09,0,1,Urban,1,Phone,0,0,0.0,0
41370,3,2,185.68,1,0,Surburban,1,Web,0,0,0.0,1
41373,4,3,317.76,0,1,Urban,1,Phone,0,0,0.0,1
41374,7,2,198.7,0,1,Urban,0,Web,0,0,0.0,1
41375,1,3,288.78,1,0,Urban,0,Phone,1,0,0.0,0
41377,10,1,60.52,0,1,Urban,1,Phone,0,0,0.0,0
41378,1,1,29.99,1,0,Surburban,1,Phone,0,0,0.0,1
41380,1,3,317.29,1,1,Rural,1,Web,1,0,0.0,0
41381,2,1,29.99,0,1,Surburban,1,Phone,1,0,0.0,1
41383,1,7,1216.0,1,1,Surburban,1,Multichannel,0,0,0.0,1
41384,2,5,662.69,0,1,Urban,1,Multichannel,0,0,0.0,1
41387,12,1,29.99,1,0,Surburban,1,Web,0,0,0.0,0
41389,6,2,140.24,0,1,Rural,0,Web,0,0,0.0,1
41390,9,1,97.26,1,0,Urban,0,Web,1,0,0.0,1
41391,4,3,243.07,1,0,Urban,0,Multichannel,0,0,0.0,0
41393,6,4,363.86,1,0,Urban,0,Phone,0,0,0.0,0
41394,3,2,121.58,1,0,Urban,1,Phone,0,0,0.0,0
41395,3,1,29.99,0,1,Urban,1,Phone,0,0,0.0,1
41397,3,3,232.91,0,1,Rural,0,Web,1,0,0.0,0
41398,1,3,207.89,0,1,Urban,0,Phone,0,0,0.0,0
41400,11,2,129.9,0,1,Urban,1,Phone,0,0,0.0,0
41402,3,1,66.16,0,1,Urban,1,Web,0,0,0.0,1
41403,2,1,42.98,1,0,Urban,0,Phone,0,0,0.0,1
41404,6,1,29.99,1,0,Urban,1,Web,0,0,0.0,0
41405,10,1,29.99,1,0,Rural,1,Phone,0,0,0.0,1
41406,4,2,144.61,0,1,Surburban,0,Phone,0,0,0.0,1
41407,4,5,711.91,1,0,Surburban,1,Phone,0,0,0.0,0
41408,7,2,160.53,1,0,Urban,1,Web,0,0,0.0,1
41409,1,1,48.65,0,1,Urban,0,Web,0,0,0.0,0
41410,3,3,224.75,0,1,Rural,0,Phone,0,0,0.0,0
41411,9,4,382.22,1,0,Urban,0,Web,0,0,0.0,1
41412,1,7,1360.0,1,0,Rural,1,Web,0,0,0.0,0
41413,3,1,29.99,1,0,Surburban,1,Web,0,0,0.0,0
41414,2,6,943.13,0,1,Surburban,1,Multichannel,0,0,0.0,0
41418,1,3,287.81,1,1,Urban,0,Multichannel,0,0,0.0,0
41419,9,3,209.8,0,1,Urban,1,Web,0,0,0.0,1
41420,2,2,108.0,0,1,Urban,0,Phone,0,0,0.0,1
41421,7,4,403.85,0,1,Surburban,0,Web,0,0,0.0,0
41423,3,2,183.41,0,1,Rural,0,Web,0,0,0.0,1
41425,6,1,31.37,0,1,Urban,1,Web,0,0,0.0,0
41426,4,5,600.38,0,1,Rural,1,Web,0,0,0.0,1
41427,11,2,129.89,1,0,Urban,0,Web,0,0,0.0,0
41429,2,3,236.9,0,1,Surburban,1,Web,0,0,0.0,0
41430,2,5,614.52,1,0,Surburban,1,Web,0,0,0.0,0
41431,4,1,33.29,1,0,Urban,0,Web,0,0,0.0,1
41432,1,3,252.01,1,0,Rural,0,Phone,0,0,0.0,1
41433,10,2,167.66,0,1,Surburban,0,Web,0,0,0.0,1
41435,5,4,479.99,1,0,Rural,0,Phone,1,0,0.0,1
41436,5,2,166.92,1,0,Surburban,0,Phone,0,0,0.0,1
41438,4,5,705.63,1,0,Rural,1,Phone,1,0,0.0,1
41440,4,2,168.87,0,1,Surburban,0,Phone,0,0,0.0,0
41441,10,3,254.61,0,1,Rural,0,Phone,0,0,0.0,0
41442,7,1,29.99,0,1,Urban,1,Web,1,0,0.0,0
41443,4,1,29.99,0,1,Urban,0,Web,0,0,0.0,1
41444,2,1,29.99,0,1,Rural,1,Phone,0,0,0.0,1
41445,3,5,592.23,1,1,Urban,1,Phone,0,0,0.0,1
41448,2,2,105.87,1,0,Surburban,1,Web,0,0,0.0,1
41449,1,1,31.18,0,1,Surburban,0,Web,0,0,0.0,0
41450,2,3,270.34,1,0,Urban,0,Web,0,0,0.0,1
41452,8,3,298.29,1,0,Urban,1,Web,0,0,0.0,0
41453,8,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
41458,1,3,335.43,1,0,Urban,0,Multichannel,0,0,0.0,1
41460,7,1,29.99,1,0,Urban,1,Web,0,0,0.0,0
41461,1,1,59.7,1,0,Urban,1,Phone,0,0,0.0,1
41463,1,7,1718.5,1,1,Surburban,1,Phone,0,0,0.0,1
41464,6,7,1584.18,0,1,Surburban,1,Web,0,0,0.0,1
41465,9,1,93.21,0,1,Surburban,0,Phone,0,0,0.0,0
41467,3,4,396.64,1,1,Urban,0,Phone,0,0,0.0,1
41469,6,2,115.27,1,0,Surburban,1,Phone,0,0,0.0,0
41470,6,2,162.67,1,0,Rural,0,Web,1,0,0.0,0
41471,2,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
41472,7,2,190.79,0,1,Surburban,1,Web,1,0,0.0,1
41475,9,1,29.99,1,0,Urban,0,Phone,0,0,0.0,1
41477,3,7,1003.39,1,1,Surburban,1,Phone,0,0,0.0,1
41479,5,1,47.92,1,0,Urban,1,Phone,0,0,0.0,0
41480,7,5,709.11,1,0,Surburban,1,Phone,1,0,0.0,1
41482,2,2,138.56,0,1,Surburban,1,Phone,0,0,0.0,0
41487,10,1,38.53,1,0,Urban,1,Phone,0,0,0.0,0
41488,2,5,598.33,1,1,Rural,1,Phone,0,0,0.0,1
41490,11,2,195.15,0,1,Rural,0,Web,0,0,0.0,0
41491,10,1,33.81,1,0,Urban,1,Phone,0,0,0.0,0
41492,8,2,100.62,1,0,Surburban,0,Phone,0,0,0.0,1
41494,4,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
